ref_id,TC_1,TC_2,TC_3
Vir3|61939,0,0,0
Vir3|61940,0,0,0
Vir3|61941,0,0,0
Vir3|61942,0,0,0
Vir3|61943,0,0,0
Vir3|61944,0,0,0
Vir3|61945,0,0,0
Vir3|61946,0,0,0
Vir3|61947,0,0,0
Vir3|61948,0,0,0
Vir3|61949,0,0,0
Vir3|61950,0,0,0
Vir3|61951,0,0,0
Vir3|61952,0,0,0
Vir3|61953,0,0,0
Vir3|61954,0,0,0
Vir3|61955,1,0,0
Vir3|61956,0,0,0
Vir3|61957,0,0,0
Vir3|61958,0,0,0
Vir3|61959,0,0,0
Vir3|61960,0,0,0
Vir3|61961,0,0,0
Vir3|61962,0,0,0
Vir3|61963,0,0,0
Vir3|61964,0,0,0
Vir3|61965,0,0,0
Vir3|61966,0,0,0
Vir3|61967,0,0,0
Vir3|61968,0,0,0
Vir3|61969,0,0,0
Vir3|61970,0,0,0
Vir3|61971,0,0,0
Vir3|61972,0,0,0
Vir3|61973,0,0,0
Vir3|61974,0,0,0
Vir3|61975,0,0,0
Vir3|61976,0,0,0
Vir3|61977,0,0,0
Vir3|61978,0,0,0
Vir3|61979,0,0,0
Vir3|61980,0,0,0
Vir3|61981,0,0,0
Vir3|61982,0,0,0
Vir3|61983,0,0,0
Vir3|61984,0,0,0
Vir3|61985,0,1,0
Vir3|61986,0,0,0
Vir3|61987,0,0,0
Vir3|61988,0,0,0
Vir3|61989,0,0,0
Vir3|61990,0,0,0
Vir3|61991,0,0,0
Vir3|61992,0,0,0
Vir3|61993,0,0,0
Vir3|61994,0,0,0
Vir3|61995,0,0,0
Vir3|61996,0,0,0
Vir3|61997,0,0,0
Vir3|61998,0,0,0
Vir3|61999,1,0,0
Vir3|62000,0,0,0
Vir3|62001,0,0,0
Vir3|62002,0,0,0
Vir3|62003,0,0,0
Vir3|62004,0,0,0
Vir3|62005,0,0,0
Vir3|62006,0,0,0
Vir3|62007,0,0,0
Vir3|62008,0,0,0
Vir3|62009,0,0,0
Vir3|62010,0,0,0
Vir3|62011,0,0,0
Vir3|62012,0,0,0
Vir3|62013,0,0,0
Vir3|62014,0,0,0
Vir3|62015,0,0,0
Vir3|62016,0,0,0
Vir3|62017,0,0,0
Vir3|62018,0,0,0
Vir3|62019,0,0,0
Vir3|62020,0,0,0
Vir3|62021,0,0,0
Vir3|62022,0,0,0
Vir3|62023,0,0,0
Vir3|62024,0,0,0
Vir3|62025,0,0,0
Vir3|62026,0,0,0
Vir3|62027,0,0,0
Vir3|62028,1,0,0
Vir3|62029,0,0,0
Vir3|62030,0,0,0
Vir3|62031,0,0,0
Vir3|62032,0,0,0
Vir3|62033,0,0,0
Vir3|62034,0,0,0
Vir3|62035,0,0,0
Vir3|62036,0,0,0
Vir3|62037,0,0,0
Vir3|62038,0,0,0
Vir3|62039,0,0,0
Vir3|62040,1,0,0
Vir3|62041,0,0,0
Vir3|62042,0,0,0
Vir3|62043,0,0,0
Vir3|62044,0,0,0
Vir3|62045,0,0,0
Vir3|62046,0,0,0
Vir3|62047,0,0,0
Vir3|62048,0,0,0
Vir3|62049,0,0,0
Vir3|62050,0,0,0
Vir3|62051,0,1,0
Vir3|62052,0,0,2
Vir3|62053,0,0,0
Vir3|62054,0,0,0
Vir3|62055,0,0,0
Vir3|62056,0,0,0
Vir3|62057,0,0,0
Vir3|62058,0,0,0
Vir3|62059,0,0,0
Vir3|62060,0,0,0
Vir3|62061,0,0,0
Vir3|62062,0,0,0
Vir3|62063,0,0,0
Vir3|62064,0,0,0
Vir3|62065,0,0,0
Vir3|62066,0,0,0
Vir3|62067,0,0,0
Vir3|62068,0,0,0
Vir3|62069,0,0,0
Vir3|62070,0,0,0
Vir3|62071,0,1,0
Vir3|62072,0,0,0
Vir3|62073,0,0,0
Vir3|62074,0,0,0
Vir3|62075,0,0,0
Vir3|62076,0,0,0
Vir3|62077,0,0,0
Vir3|62078,0,0,0
Vir3|62079,0,0,0
Vir3|62080,0,0,0
Vir3|62081,0,0,0
Vir3|62082,0,0,0
Vir3|62083,0,0,0
Vir3|62084,0,0,0
Vir3|62085,0,0,0
Vir3|62086,0,0,0
Vir3|62087,0,0,0
Vir3|62088,0,0,0
Vir3|62089,0,0,0
Vir3|62090,0,0,0
Vir3|62091,0,0,0
Vir3|62092,0,0,0
Vir3|62093,0,0,0
Vir3|62094,0,0,0
Vir3|62095,0,0,1
Vir3|62096,0,0,0
Vir3|62097,0,0,0
Vir3|62098,0,0,0
Vir3|62099,0,0,0
Vir3|62100,0,0,0
Vir3|62101,0,0,0
Vir3|62102,0,0,1
Vir3|62103,0,0,0
Vir3|62104,0,0,0
Vir3|62105,0,0,0
Vir3|62106,0,0,0
Vir3|62107,0,0,0
Vir3|62108,0,0,0
Vir3|62109,0,0,0
Vir3|62110,0,0,1
Vir3|62111,0,0,0
Vir3|62112,0,0,0
Vir3|62113,0,0,0
Vir3|62114,0,0,0
Vir3|62115,1,0,0
Vir3|62116,1,0,0
Vir3|62117,0,0,0
Vir3|62118,0,0,0
Vir3|62119,0,0,0
Vir3|62120,0,0,0
Vir3|62121,0,0,0
Vir3|62122,0,0,0
Vir3|62123,0,0,0
Vir3|62124,0,0,0
Vir3|62125,0,0,0
Vir3|62126,0,0,0
Vir3|62127,0,0,0
Vir3|62128,0,0,0
Vir3|62129,0,0,0
Vir3|62130,0,0,0
Vir3|62131,0,0,0
Vir3|62132,0,0,0
Vir3|62133,0,0,0
Vir3|62134,0,1,0
Vir3|62135,0,0,0
Vir3|62136,0,0,0
Vir3|62137,0,0,0
Vir3|62138,0,0,0
Vir3|62139,0,0,0
Vir3|62140,0,0,0
Vir3|62141,0,0,0
Vir3|62142,0,0,0
Vir3|62143,0,0,0
Vir3|62144,0,0,0
Vir3|62145,0,0,0
Vir3|62146,0,0,0
Vir3|62147,0,0,0
Vir3|62148,0,0,0
Vir3|62149,0,0,0
Vir3|62150,0,0,0
Vir3|62151,0,0,0
Vir3|62152,0,0,0
Vir3|62153,0,0,0
Vir3|62154,0,0,0
Vir3|62155,0,0,0
Vir3|62156,0,0,0
Vir3|62157,0,0,0
Vir3|62158,0,0,0
Vir3|62159,0,1,0
Vir3|62160,0,0,0
Vir3|62161,0,0,0
Vir3|62162,0,0,0
Vir3|62163,0,0,0
Vir3|62164,0,0,0
Vir3|62165,0,0,0
Vir3|62166,0,0,0
Vir3|62167,0,0,0
Vir3|62168,0,0,0
Vir3|62169,0,0,0
Vir3|62170,0,0,0
Vir3|62171,0,0,0
Vir3|62172,0,0,0
Vir3|62173,0,0,0
Vir3|62174,0,0,0
Vir3|62175,0,0,0
Vir3|62176,0,1,1
Vir3|62177,0,0,0
Vir3|62178,0,0,0
Vir3|62179,0,0,0
Vir3|62180,0,0,0
Vir3|62181,0,0,0
Vir3|62182,0,0,0
Vir3|62183,0,0,0
Vir3|62184,0,0,0
Vir3|62185,0,0,0
Vir3|62186,0,0,0
Vir3|62187,0,0,0
Vir3|62188,0,0,0
Vir3|62189,0,0,0
Vir3|62190,0,0,0
Vir3|62191,0,0,0
Vir3|62192,0,0,0
Vir3|62193,0,0,0
Vir3|62194,0,0,0
Vir3|62195,0,0,0
Vir3|62196,0,0,0
Vir3|62197,0,0,0
Vir3|62198,0,0,0
Vir3|62199,0,0,0
Vir3|62200,0,0,0
Vir3|62201,0,0,0
Vir3|62202,0,0,0
Vir3|62203,0,0,0
Vir3|62204,0,0,0
Vir3|62205,0,0,0
Vir3|62206,0,0,0
Vir3|62207,0,0,0
Vir3|62208,0,0,0
Vir3|62209,0,0,0
Vir3|62210,0,0,0
Vir3|62211,0,0,0
Vir3|62212,0,0,0
Vir3|62213,0,0,0
Vir3|62214,0,0,0
Vir3|62215,0,0,0
Vir3|62216,0,0,0
Vir3|62217,1,0,0
Vir3|62218,0,0,0
Vir3|62219,0,0,0
Vir3|62220,0,0,0
Vir3|62221,0,0,0
Vir3|62222,0,0,0
Vir3|62223,0,0,0
Vir3|62224,0,0,0
Vir3|62225,0,0,0
Vir3|62226,0,0,0
Vir3|62227,0,0,0
Vir3|62228,0,0,0
Vir3|62229,0,0,0
Vir3|62230,0,0,0
Vir3|62231,0,0,0
Vir3|62232,0,0,0
Vir3|62233,0,0,0
Vir3|62234,0,0,0
Vir3|62235,0,0,0
Vir3|62236,0,0,0
Vir3|62237,0,0,0
Vir3|62238,0,0,0
Vir3|62239,0,0,0
Vir3|62240,0,0,0
Vir3|62241,0,0,0
Vir3|62242,0,0,0
Vir3|62243,0,0,0
Vir3|62244,0,0,0
Vir3|62245,0,0,0
Vir3|62246,0,0,0
Vir3|62247,0,0,0
Vir3|62248,0,0,0
Vir3|62249,0,0,0
Vir3|62250,0,0,0
Vir3|62251,0,0,0
Vir3|62252,0,1,0
Vir3|62253,0,0,0
Vir3|62254,0,0,0
Vir3|62255,1,0,0
Vir3|62256,0,0,0
Vir3|62257,0,0,0
Vir3|62258,0,0,0
Vir3|62259,0,0,0
Vir3|62260,0,0,0
Vir3|62261,0,0,0
Vir3|62262,0,0,0
Vir3|62263,0,0,0
Vir3|62264,0,0,0
Vir3|62265,0,0,0
Vir3|62266,0,0,0
Vir3|62267,0,0,0
Vir3|62268,0,0,0
Vir3|62269,0,0,0
Vir3|62270,0,0,0
Vir3|62271,0,0,0
Vir3|62272,0,0,0
Vir3|62273,0,0,0
Vir3|62274,0,0,0
Vir3|62275,0,0,0
Vir3|62276,0,0,0
Vir3|62277,0,0,0
Vir3|62278,0,0,0
Vir3|62279,0,0,0
Vir3|62280,0,0,0
Vir3|62281,0,0,0
Vir3|62282,0,0,0
Vir3|62283,0,0,0
Vir3|62284,0,0,0
Vir3|62285,0,0,0
Vir3|62286,0,0,0
Vir3|62287,0,0,0
Vir3|62288,0,0,0
Vir3|62289,0,0,0
Vir3|62290,0,0,0
Vir3|62291,0,0,0
Vir3|62292,0,0,0
Vir3|62293,0,0,0
Vir3|62294,0,0,0
Vir3|62295,0,0,0
Vir3|62296,0,0,0
Vir3|62297,0,0,1
Vir3|62298,0,0,0
Vir3|62299,0,0,1
Vir3|62300,0,0,1
Vir3|62301,0,0,0
Vir3|62302,0,0,0
Vir3|62303,0,0,0
Vir3|62304,0,0,0
Vir3|62305,0,0,0
Vir3|62306,0,0,0
Vir3|62307,0,0,0
Vir3|62308,0,0,0
Vir3|62309,0,0,0
Vir3|62310,0,0,0
Vir3|62311,0,0,0
Vir3|62312,0,0,0
Vir3|62313,0,0,0
Vir3|62314,0,0,0
Vir3|62315,0,0,0
Vir3|62316,0,0,0
Vir3|62317,0,1,0
Vir3|62318,0,0,0
Vir3|62319,0,0,0
Vir3|62320,0,0,1
Vir3|62321,0,0,0
Vir3|62322,0,0,0
Vir3|62323,0,0,0
Vir3|62324,0,0,0
Vir3|62325,0,0,0
Vir3|62326,0,0,0
Vir3|62327,0,0,0
Vir3|62328,0,0,0
Vir3|62329,0,0,0
Vir3|62330,0,0,0
Vir3|62331,0,0,0
Vir3|62332,0,0,0
Vir3|62333,0,0,0
Vir3|62334,0,0,0
Vir3|62335,0,1,0
Vir3|62336,0,0,0
Vir3|62337,0,0,0
Vir3|62338,0,0,0
Vir3|62339,0,0,0
Vir3|62340,0,0,0
Vir3|62341,0,1,0
Vir3|62342,0,0,0
Vir3|62343,0,0,0
Vir3|62344,0,0,0
Vir3|62345,0,0,0
Vir3|62346,0,0,0
Vir3|62347,0,0,0
Vir3|62348,0,0,0
Vir3|62349,0,0,0
Vir3|62350,0,0,1
Vir3|62351,0,0,0
Vir3|62352,0,0,0
Vir3|62353,0,0,0
Vir3|62354,0,0,0
Vir3|62355,0,0,0
Vir3|62356,0,0,0
Vir3|62357,0,0,0
Vir3|62358,0,0,0
Vir3|62359,0,0,0
Vir3|62360,0,0,0
Vir3|62361,0,0,0
Vir3|62362,0,0,0
Vir3|62363,0,0,0
Vir3|62364,0,0,0
Vir3|62365,0,0,0
Vir3|62366,0,0,0
Vir3|62367,0,0,0
Vir3|62368,0,0,0
Vir3|62369,0,0,0
Vir3|62370,0,0,0
Vir3|62371,0,0,0
Vir3|62372,0,0,0
Vir3|62373,0,0,0
Vir3|62374,0,0,0
Vir3|62375,0,0,0
Vir3|62376,0,0,0
Vir3|62377,0,0,0
Vir3|62378,0,0,0
Vir3|62379,0,0,0
Vir3|62380,0,0,0
Vir3|62381,0,0,0
Vir3|62382,0,0,0
Vir3|62383,0,0,0
Vir3|62384,0,0,0
Vir3|62385,0,0,0
Vir3|62386,0,0,1
Vir3|62387,0,0,0
Vir3|62388,0,0,0
Vir3|62389,0,0,0
Vir3|62390,0,0,0
Vir3|62391,0,0,0
Vir3|62392,0,0,0
Vir3|62393,0,0,0
Vir3|62394,0,0,0
Vir3|62395,0,0,0
Vir3|62396,0,0,0
Vir3|62397,0,0,0
Vir3|62398,0,0,0
Vir3|62399,0,0,0
Vir3|62400,0,0,0
Vir3|62401,0,0,0
Vir3|62402,0,0,0
Vir3|62403,0,0,0
Vir3|62404,0,0,0
Vir3|62405,0,0,0
Vir3|62406,0,0,0
Vir3|62407,0,0,0
Vir3|62408,0,0,0
Vir3|62409,0,0,0
Vir3|62410,0,0,0
Vir3|62411,0,0,0
Vir3|62412,0,0,0
Vir3|62413,0,0,0
Vir3|62414,0,0,0
Vir3|62415,0,0,0
Vir3|62416,0,0,0
Vir3|62417,0,0,0
Vir3|62418,0,0,0
Vir3|62419,0,0,0
Vir3|62420,0,0,0
Vir3|62421,0,0,0
Vir3|62422,0,0,0
Vir3|62423,0,0,0
Vir3|62424,0,0,0
Vir3|62425,0,0,0
Vir3|62426,0,0,0
Vir3|62427,0,0,0
Vir3|62428,0,0,0
Vir3|62429,0,0,0
Vir3|62430,0,0,0
Vir3|62431,0,0,0
Vir3|62432,0,0,0
Vir3|62433,0,0,0
Vir3|62434,0,0,0
Vir3|62435,0,0,0
Vir3|62436,0,0,0
Vir3|62437,0,0,0
Vir3|62438,0,0,0
Vir3|62439,0,0,0
Vir3|62440,0,0,0
Vir3|62441,0,0,0
Vir3|62442,0,0,0
Vir3|62443,0,0,0
Vir3|62444,0,0,0
Vir3|62445,0,0,0
Vir3|62446,0,0,0
Vir3|62447,0,0,0
Vir3|62448,0,0,0
Vir3|62449,0,0,0
Vir3|62450,0,0,0
Vir3|62451,0,0,0
Vir3|62452,0,0,0
Vir3|62453,0,0,0
Vir3|62454,0,0,0
Vir3|62455,0,0,0
Vir3|62456,0,0,0
Vir3|62457,0,0,0
Vir3|62458,0,0,0
Vir3|62459,0,0,0
Vir3|62460,0,0,0
Vir3|62461,0,0,0
Vir3|62462,0,0,0
Vir3|62463,0,0,0
Vir3|62464,0,0,0
Vir3|62465,0,0,0
Vir3|62466,0,0,0
Vir3|62467,0,0,0
Vir3|62468,0,0,0
Vir3|62469,0,0,0
Vir3|62470,0,0,0
Vir3|62471,0,0,0
Vir3|62472,0,0,0
Vir3|62473,0,0,0
Vir3|62474,0,0,0
Vir3|62475,0,0,0
Vir3|62476,0,0,0
Vir3|62477,0,0,0
Vir3|62478,0,0,0
Vir3|62479,0,0,0
Vir3|62480,0,0,0
Vir3|62481,0,0,0
Vir3|62482,0,0,0
Vir3|62483,0,0,0
Vir3|62484,0,0,0
Vir3|62485,0,0,0
Vir3|62486,0,0,0
Vir3|62487,0,0,0
Vir3|62488,0,0,0
Vir3|62489,0,0,0
Vir3|62490,0,0,0
Vir3|62491,0,0,0
Vir3|62492,0,0,0
Vir3|62493,0,0,0
Vir3|62494,0,0,0
Vir3|62495,0,0,0
Vir3|62496,0,0,0
Vir3|62497,1,0,0
Vir3|62498,0,0,0
Vir3|62499,0,0,0
Vir3|62500,0,0,0
Vir3|62501,0,0,0
Vir3|62502,0,0,0
Vir3|62503,0,0,0
Vir3|62504,0,0,0
Vir3|62505,0,0,0
Vir3|62506,0,0,0
Vir3|62507,0,0,0
Vir3|62508,0,0,0
Vir3|62509,0,0,0
Vir3|62510,0,0,0
Vir3|62511,0,0,0
Vir3|62512,0,0,0
Vir3|62513,0,0,0
Vir3|62514,0,0,0
Vir3|62515,0,0,0
Vir3|62516,0,0,0
Vir3|62517,0,0,0
Vir3|62518,0,0,0
Vir3|62519,0,0,0
Vir3|62520,0,0,0
Vir3|62521,0,0,0
Vir3|62522,0,0,0
Vir3|62523,0,0,0
Vir3|62524,0,0,0
Vir3|62525,0,0,0
Vir3|62526,0,0,0
Vir3|62527,0,0,0
Vir3|62528,0,0,0
Vir3|62529,0,0,0
Vir3|62530,0,0,0
Vir3|62531,0,0,0
Vir3|62532,0,0,0
Vir3|62533,0,0,0
Vir3|62534,0,0,0
Vir3|62535,0,0,0
Vir3|62536,0,0,0
Vir3|62537,0,0,0
Vir3|62538,0,0,0
Vir3|62539,0,0,0
Vir3|62540,0,0,0
Vir3|62541,0,0,0
Vir3|62542,0,0,0
Vir3|62543,0,0,0
Vir3|62544,0,0,0
Vir3|62545,0,0,0
Vir3|62546,0,0,0
Vir3|62547,0,0,0
Vir3|62548,0,0,0
Vir3|62549,0,0,0
Vir3|62550,0,0,0
Vir3|62551,0,0,0
Vir3|62552,0,0,0
Vir3|62553,0,0,0
Vir3|62554,0,0,0
Vir3|62555,0,0,0
Vir3|62556,0,0,0
Vir3|62557,0,0,0
Vir3|62558,0,0,0
Vir3|62559,0,0,0
Vir3|62560,0,0,0
Vir3|62561,0,0,0
Vir3|62562,0,0,0
Vir3|62563,0,0,0
Vir3|62564,0,0,0
Vir3|62565,0,0,0
Vir3|62566,0,0,0
Vir3|62567,0,0,0
Vir3|62568,0,0,0
Vir3|62569,0,0,0
Vir3|62570,68,0,0
Vir3|62571,0,0,0
Vir3|62572,0,0,0
Vir3|62573,0,0,0
Vir3|62574,0,0,0
Vir3|62575,0,0,0
Vir3|62576,0,0,0
Vir3|62577,0,0,0
Vir3|62578,0,0,0
Vir3|62579,0,0,0
Vir3|62580,0,0,0
Vir3|62581,0,0,0
Vir3|62582,0,0,0
Vir3|62583,0,0,0
Vir3|62584,0,0,0
Vir3|62585,0,0,0
Vir3|62586,0,0,0
Vir3|62587,0,0,0
Vir3|62588,0,0,0
Vir3|62589,0,0,0
Vir3|62590,0,0,0
Vir3|62591,0,0,0
Vir3|62592,0,0,0
Vir3|62593,0,0,0
Vir3|62594,0,0,0
Vir3|62595,0,0,0
Vir3|62596,0,0,0
Vir3|62597,0,0,0
Vir3|62598,0,0,0
Vir3|62599,0,0,0
Vir3|62600,0,0,0
Vir3|62601,0,0,0
Vir3|62602,0,0,0
Vir3|62603,0,0,0
Vir3|62604,0,0,0
Vir3|62605,0,0,0
Vir3|62606,0,0,0
Vir3|62607,0,0,0
Vir3|62608,0,0,0
Vir3|62609,0,0,0
Vir3|62610,0,0,0
Vir3|62611,0,0,0
Vir3|62612,0,0,0
Vir3|62613,0,0,0
Vir3|62614,0,0,0
Vir3|62615,0,0,0
Vir3|62616,0,0,0
Vir3|62617,0,0,0
Vir3|62618,0,0,0
Vir3|62619,0,0,0
Vir3|62620,0,0,0
Vir3|62621,0,0,0
Vir3|62622,0,0,0
Vir3|62623,0,0,0
Vir3|62624,0,0,0
Vir3|62625,0,0,0
Vir3|62626,0,0,0
Vir3|62627,0,0,0
Vir3|62628,0,0,0
Vir3|62629,0,0,0
Vir3|62630,0,0,0
Vir3|62631,0,0,0
Vir3|62632,0,0,0
Vir3|62633,0,0,0
Vir3|62634,0,0,0
Vir3|62635,0,0,0
Vir3|62636,0,0,0
Vir3|62637,0,0,0
Vir3|62638,0,0,0
Vir3|62639,0,0,0
Vir3|62640,0,0,0
Vir3|62641,0,0,0
Vir3|62642,0,0,0
Vir3|62643,0,0,0
Vir3|62644,0,0,0
Vir3|62645,0,0,0
Vir3|62646,0,0,0
Vir3|62647,0,0,0
Vir3|62648,0,0,0
Vir3|62649,0,0,0
Vir3|62650,0,0,0
Vir3|62651,0,0,0
Vir3|62652,0,0,0
Vir3|62653,0,0,0
Vir3|62654,0,0,0
Vir3|62655,0,0,0
Vir3|62656,0,0,0
Vir3|62657,0,0,0
Vir3|62658,0,0,0
Vir3|62659,0,0,0
Vir3|62660,0,0,0
Vir3|62661,0,0,0
Vir3|62662,0,0,0
Vir3|62663,0,0,0
Vir3|62664,0,0,0
Vir3|62665,0,0,0
Vir3|62666,0,0,0
Vir3|62667,0,0,0
Vir3|62668,0,0,0
Vir3|62669,0,0,0
Vir3|62670,0,0,0
Vir3|62671,0,0,0
Vir3|62672,0,0,0
Vir3|62673,0,0,0
Vir3|62674,0,0,0
Vir3|62675,0,0,0
Vir3|62676,0,0,0
Vir3|62677,0,0,0
Vir3|62678,0,0,0
Vir3|62679,0,0,0
Vir3|62680,0,0,0
Vir3|62681,0,0,0
Vir3|62682,0,0,0
Vir3|62683,0,0,0
Vir3|62684,0,0,0
Vir3|62685,0,0,0
Vir3|62686,0,0,0
Vir3|62687,0,0,0
Vir3|62688,0,0,0
Vir3|62689,0,0,0
Vir3|62690,0,0,0
Vir3|62691,0,0,0
Vir3|62692,0,0,0
Vir3|62693,0,0,0
Vir3|62694,0,0,0
Vir3|62695,0,0,0
Vir3|62696,0,0,0
Vir3|62697,0,0,0
Vir3|62698,0,0,0
Vir3|62699,0,1,0
Vir3|62700,0,0,0
Vir3|62701,0,0,0
Vir3|62702,0,0,0
Vir3|62703,0,0,0
Vir3|62704,0,0,0
Vir3|62705,0,0,0
Vir3|62706,0,0,0
Vir3|62707,0,0,0
Vir3|62708,0,0,0
Vir3|62709,0,0,0
Vir3|62710,0,0,0
Vir3|62711,0,0,0
Vir3|62712,1,0,0
Vir3|62713,0,0,0
Vir3|62714,0,0,0
Vir3|62715,0,0,0
Vir3|62716,0,0,0
Vir3|62717,0,0,0
Vir3|62718,0,0,0
Vir3|62719,0,0,0
Vir3|62720,0,0,0
Vir3|62721,0,0,0
Vir3|62722,0,0,0
Vir3|62723,0,0,0
Vir3|62724,0,0,0
Vir3|62725,0,0,0
Vir3|62726,0,0,0
Vir3|62727,0,0,0
Vir3|62728,0,0,0
Vir3|62729,0,0,1
Vir3|62730,0,0,0
Vir3|62731,0,0,0
Vir3|62732,0,0,0
Vir3|62733,0,0,0
Vir3|62734,0,0,0
Vir3|62735,0,0,0
Vir3|62736,0,0,0
Vir3|62737,0,0,0
Vir3|62738,0,0,0
Vir3|62739,0,0,0
Vir3|62740,0,0,0
Vir3|62741,0,0,0
Vir3|62742,0,0,0
Vir3|62743,0,0,0
Vir3|62744,0,0,0
Vir3|62745,0,0,0
Vir3|62746,0,0,0
Vir3|62747,0,0,0
Vir3|62748,0,0,0
Vir3|62749,0,0,0
Vir3|62750,0,0,0
Vir3|62751,0,0,0
Vir3|62752,0,0,0
Vir3|62753,0,0,0
Vir3|62754,0,0,0
Vir3|62755,0,0,0
Vir3|62756,0,0,0
Vir3|62757,0,0,0
Vir3|62758,0,0,0
Vir3|62759,0,0,0
Vir3|62760,0,0,0
Vir3|62761,0,0,0
Vir3|62762,0,1,0
Vir3|62763,0,0,0
Vir3|62764,0,0,0
Vir3|62765,0,0,0
Vir3|62766,0,0,0
Vir3|62767,0,0,0
Vir3|62768,0,0,0
Vir3|62769,0,0,0
Vir3|62770,0,0,0
Vir3|62771,0,0,0
Vir3|62772,0,0,0
Vir3|62773,0,0,0
Vir3|62774,0,0,0
Vir3|62775,0,0,0
Vir3|62776,0,0,0
Vir3|62777,0,0,0
Vir3|62778,0,0,0
Vir3|62779,0,0,0
Vir3|62780,0,0,0
Vir3|62781,0,0,0
Vir3|62782,0,0,0
Vir3|62783,0,0,0
Vir3|62784,0,0,0
Vir3|62785,0,0,0
Vir3|62786,0,0,0
Vir3|62787,0,0,0
Vir3|62788,0,0,0
Vir3|62789,0,0,0
Vir3|62790,0,0,0
Vir3|62791,0,0,0
Vir3|62792,0,0,0
Vir3|62793,0,0,0
Vir3|62794,0,0,0
Vir3|62795,0,0,0
Vir3|62796,0,0,0
Vir3|62797,0,0,0
Vir3|62798,0,0,0
Vir3|62799,0,0,0
Vir3|62800,0,1,0
Vir3|62801,0,0,0
Vir3|62802,0,0,0
Vir3|62803,0,0,0
Vir3|62804,0,0,1
Vir3|62805,0,0,0
Vir3|62806,0,0,0
Vir3|62807,0,0,0
Vir3|62808,0,0,0
Vir3|62809,0,0,0
Vir3|62810,0,0,0
Vir3|62811,0,0,0
Vir3|62812,0,0,0
Vir3|62813,0,0,0
Vir3|62814,1,0,1
Vir3|62815,0,0,0
Vir3|62816,0,0,0
Vir3|62817,0,0,0
Vir3|62818,0,0,0
Vir3|62819,0,0,0
Vir3|62820,0,0,0
Vir3|62821,0,0,0
Vir3|62822,0,0,0
Vir3|62823,0,0,0
Vir3|62824,0,0,0
Vir3|62825,0,0,0
Vir3|62826,0,0,0
Vir3|62827,0,0,0
Vir3|62828,0,0,0
Vir3|62829,0,0,0
Vir3|62830,0,0,0
Vir3|62831,0,0,0
Vir3|62832,0,0,0
Vir3|62833,0,0,0
Vir3|62834,0,0,0
Vir3|62835,0,0,0
Vir3|62836,0,0,0
Vir3|62837,0,0,0
Vir3|62838,0,0,0
Vir3|62839,0,0,0
Vir3|62840,0,0,0
Vir3|62841,0,0,0
Vir3|62842,0,0,0
Vir3|62843,0,0,0
Vir3|62844,0,0,0
Vir3|62845,0,0,0
Vir3|62846,0,0,0
Vir3|62847,0,0,0
Vir3|62848,0,0,0
Vir3|62849,0,0,0
Vir3|62850,0,0,0
Vir3|62851,0,0,0
Vir3|62852,0,0,0
Vir3|62853,0,0,0
Vir3|62854,0,0,0
Vir3|62855,0,0,0
Vir3|62856,0,0,0
Vir3|62857,0,0,0
Vir3|62858,0,0,0
Vir3|62859,0,0,0
Vir3|62860,0,0,0
Vir3|62861,0,0,0
Vir3|62862,0,0,0
Vir3|62863,0,0,0
Vir3|62864,0,0,0
Vir3|62865,0,0,0
Vir3|62866,0,0,0
Vir3|62867,0,1,0
Vir3|62868,0,0,1
Vir3|62869,0,0,1
Vir3|62870,0,0,0
Vir3|62871,0,0,0
Vir3|62872,0,0,0
Vir3|62873,0,0,0
Vir3|62874,0,0,0
Vir3|62875,0,0,0
Vir3|62876,0,0,0
Vir3|62877,0,0,0
Vir3|62878,0,0,0
Vir3|62879,0,0,0
Vir3|62880,0,0,0
Vir3|62881,0,0,0
Vir3|62882,0,0,0
Vir3|62883,0,0,0
Vir3|62884,0,0,0
Vir3|62885,0,0,0
Vir3|62886,0,0,0
Vir3|62887,0,0,0
Vir3|62888,0,0,0
Vir3|62889,0,0,0
Vir3|62890,0,0,0
Vir3|62891,0,0,0
Vir3|62892,0,0,0
Vir3|62893,0,0,0
Vir3|62894,0,0,1
Vir3|62895,0,0,0
Vir3|62896,0,0,0
Vir3|62897,0,0,0
Vir3|62898,0,0,0
Vir3|62899,0,0,0
Vir3|62900,0,0,0
Vir3|62901,0,0,0
Vir3|62902,0,0,0
Vir3|62903,0,0,0
Vir3|62904,0,0,0
Vir3|62905,0,0,0
Vir3|62906,0,0,0
Vir3|62907,0,0,0
Vir3|62908,0,0,0
Vir3|62909,0,0,0
Vir3|62910,0,0,0
Vir3|62911,0,0,0
Vir3|62912,0,0,0
Vir3|62913,0,0,0
Vir3|62914,0,0,0
Vir3|62915,0,0,0
Vir3|62916,0,0,0
Vir3|62917,0,0,0
Vir3|62918,0,0,0
Vir3|62919,0,0,0
Vir3|62920,0,0,0
Vir3|62921,0,0,0
Vir3|62922,0,0,0
Vir3|62923,1,0,0
Vir3|62924,0,0,0
Vir3|62925,0,0,0
Vir3|62926,0,0,0
Vir3|62927,0,0,0
Vir3|62928,0,0,0
Vir3|62929,0,0,0
Vir3|62930,0,0,0
Vir3|62931,0,0,0
Vir3|62932,0,0,0
Vir3|62933,0,0,0
Vir3|62934,0,0,0
Vir3|62935,0,0,0
Vir3|62936,0,0,0
