CoV|H9EJ44.9.BC2	10680
CoV|H9EJ69.0.BC1	30842
CoV|H9EJ69.0.BC2	13123
CoV|H9EJ69.1.BC1	22321
CoV|H9EJ69.1.BC2	23782
CoV|H9EJ69.10.BC1	13668
CoV|H9EJ69.10.BC2	3793
CoV|H9EJ69.11.BC1	49716
CoV|H9EJ69.11.BC2	34794
CoV|H9EJ69.12.BC1	75354
CoV|H9EJ69.12.BC2	20174
CoV|H9EJ69.2.BC1	22742
CoV|H9EJ69.2.BC2	13723
CoV|H9EJ69.3.BC1	16233
CoV|H9EJ69.3.BC2	19897
CoV|H9EJ69.4.BC1	46097
CoV|H9EJ69.4.BC2	21366
CoV|H9EJ69.5.BC1	28932
CoV|H9EJ69.5.BC2	32356
CoV|H9EJ69.6.BC1	19377
CoV|H9EJ69.6.BC2	30950
CoV|H9EJ69.7.BC1	33171
CoV|H9EJ69.7.BC2	16104
CoV|H9EJ69.8.BC1	67174
CoV|H9EJ69.8.BC2	45002
CoV|H9EJ69.9.BC1	46954
CoV|H9EJ69.9.BC2	32568
CoV|H9EJA2.0.BC1	47568
CoV|H9EJA2.0.BC2	40202
CoV|H9EJA2.1.BC1	51936
CoV|H9EJA2.1.BC2	32064
CoV|P0C5A6.0.BC1	15305
CoV|P0C5A6.0.BC2	21988
CoV|P0C5A6.1.BC1	15762
CoV|P0C5A6.1.BC2	14449
CoV|P0C5A6.2.BC1	26923
CoV|P0C5A6.2.BC2	23490
CoV|P0C5A9.0.BC1	37804
CoV|P0C5A9.0.BC2	31981
CoV|P0C5B5.0.BC1	15636
CoV|P0C5B5.0.BC2	21252
CoV|P0C5B5.1.BC1	11243
CoV|P0C5B5.1.BC2	14982
CoV|P0C5B5.2.BC1	7003
CoV|P0C5B5.2.BC2	3231
CoV|P0C5B5.3.BC1	16655
CoV|P0C5B5.3.BC2	32119
CoV|P0C5B5.4.BC1	23397
CoV|P0C5B5.4.BC2	24184
CoV|P0C5B5.5.BC1	25986
CoV|P0C5B5.5.BC2	24444
CoV|P0C5B5.6.BC1	24003
CoV|P0C5B5.6.BC2	14587
CoV|P0C6F5.0.BC1	27415
CoV|P0C6F5.0.BC2	31161
CoV|P0C6F5.1.BC1	23879
CoV|P0C6F5.1.BC2	45262
CoV|P0C6F5.100.BC1	12488
CoV|P0C6F5.100.BC2	13523
CoV|P0C6F5.101.BC1	806
CoV|P0C6F5.101.BC2	8381
CoV|P0C6F5.102.BC1	29400
CoV|P0C6F5.102.BC2	20367
CoV|P0C6F5.103.BC1	40466
CoV|P0C6F5.103.BC2	22366
CoV|P0C6F5.104.BC1	15699
CoV|P0C6F5.104.BC2	13878
CoV|P0C6F5.105.BC1	20927
CoV|P0C6F5.105.BC2	20065
CoV|P0C6F5.106.BC1	14856
CoV|P0C6F5.106.BC2	37172
CoV|P0C6F5.107.BC1	21335
CoV|P0C6F5.107.BC2	12997
CoV|P0C6F5.108.BC1	58517
CoV|P0C6F5.108.BC2	51742
CoV|P0C6F5.109.BC1	46492
CoV|P0C6F5.109.BC2	28616
CoV|P0C6F5.11.BC1	36061
CoV|P0C6F5.11.BC2	26113
CoV|P0C6F5.110.BC1	55643
CoV|P0C6F5.110.BC2	34606
CoV|P0C6F5.111.BC1	34170
CoV|P0C6F5.111.BC2	42065
CoV|P0C6F5.112.BC1	17839
CoV|P0C6F5.112.BC2	11048
CoV|P0C6F5.113.BC1	25461
CoV|P0C6F5.113.BC2	18118
CoV|P0C6F5.114.BC1	28602
CoV|P0C6F5.114.BC2	18467
CoV|P0C6F5.115.BC1	23049
CoV|P0C6F5.115.BC2	27386
CoV|P0C6F5.116.BC1	27821
CoV|P0C6F5.116.BC2	29852
